GEOID,NAME,mean_temperature_F
30053000100,1,84.77684211373979
30089000100,1,86.6429657932561
30077000100,1,88.67817453156573
30081000100,1,86.07970051796548
30079000100,1,109.81103405166857
30059000100,1,94.12979082741225
30099000100,1,106.17309908408305
30005000100,1,112.0166559922443
30047000100,1,75.40690272274661
30045000100,1,97.37099245163816
30063000100,1,103.37596249849716
30069000100,1,113.86299526105802
30001000100,1,91.46928373984872
30107000100,1,108.65566668378641
30101000100,1,107.54024682188657
30049000100,1,90.54264278046857
30009000100,1,105.13551573636624
30021000100,1,105.61897511940288
30007000100,1,91.0824369652013
30067000100,1,98.90386276394275
30025000100,1,107.00044800544674
30109000100,1,104.10992720273607
30033000100,1,111.60551913907396
30065000100,1,108.35617122599254
30075000100,1,108.48525834060972
30037000100,1,109.8762318319821
30013000100,1,101.12511586520647
30003000100,1,110.16650347177378
30087000100,1,109.50210688037095
30111000200,2,106.83353707926257
30053000200,2,100.71890467160932
30057000200,2,99.89946648161262
30077000200,2,96.03199704664888
30099000200,2,100.80950429452027
30093000200,2,103.77629444472107
30005000200,2,112.05324318264992
30047000200,2,77.72647428889931
30001000200,2,98.9146024424546
30101000200,2,109.26641787793686
30049000200,2,95.06113778785762
30009000200,2,109.0449281152052
30021000200,2,106.09531630181992
30007000200,2,98.46431287436316
30067000200,2,87.12310934576438
30065000200,2,108.46133825196756
30013000200,2,97.52607906687327
30087000200,2,108.20056241253097
30053000300,3,81.17155236567523
30011000300,3,106.42537409699686
30057000300,3,94.00160218226324
30081000300,3,85.25168703698368
30031000300,3,105.68838618434027
30099000300,3,94.01095573332258
30093000300,3,104.18370853053806
30013000300,3,97.16098306110553
30001000300,3,97.01512877874458
30111000300,3,106.382493861051
30049000300,3,97.55321631946265
30063000300,3,101.77932884090879
30009000300,3,98.42558565028304
30021000300,3,106.62222344013361
30067000300,3,101.4534484026246
30023000300,3,98.49469079205097
30087000300,3,108.24233348715717
30031000400,4,98.54279279860833
30093000400,4,104.80094655887153
30013000400,4,97.61812998789432
30063000400,4,92.01779768268928
30049000400,4,92.9735248145984
30009000400,4,89.2827931163192
30067000400,4,102.40326800025898
30023000400,4,93.03148005517014
30111000500,5,102.97539587389542
30053000500,5,79.54728912375717
30093000500,5,105.18326693120208
30023000500,5,88.52404175006176
30009000500,5,106.15980666539244
30067000500,5,79.51555744222337
30111000600,6,101.51886913310308
30031000600,6,102.5816931412596
30093000600,6,105.87161660872235
30049000600,6,90.89533306453394
30081000700,7,87.7462272089206
30093000700,7,101.55955211442561
30063000700,7,100.25523881207647
30013000700,7,98.7592873726336
30029000700,7,95.4020243586454
30111000800,8,99.88887993172366
30081000800,8,85.4746367580761
30031000800,8,99.09495099943786
30093000800,8,93.38672962013887
30049000800,8,86.98069451947276
30013000800,8,100.47648724899857
30031000900,9,105.64560978086237
30049000900,9,103.45605160143845
30013000900,9,99.58287196900145
30111001000,10,106.50420726755742
30029001000,10,100.67713485154641
30049001000,10,89.81800101521732
30013001000,10,98.21278070718029
30111001100,11,106.25783740889071
30063001100,11,101.5308306212562
30013001100,11,103.76320984919519
30111001200,12,104.54558784381632
30031001200,12,88.037965487597
30063001200,12,102.5241550165054
30111001300,13,102.84014729358756
30031001500,15,80.38545224089675
30031001600,16,76.13333889553154
30013001600,16,102.01764744381533
30031001700,17,93.48408465448041
30013001700,17,103.76902140671088
30013001800,18,105.49761940423224
30013001900,19,105.70867856969521
30013002100,21,106.0817787848258
30013010100,101,108.80427005068161
30015010200,102,110.08032111979603
30015010300,103,109.91980484172578
30013010400,104,101.20586231262699
30013010600,106,94.75079758629465
30013010700,107,108.9782985277325
30013010800,108,94.26143358438796
30019020300,203,99.74604081743041
30027030100,301,106.80450872700762
30041040100,401,113.08157725222189
30041040200,402,113.31061998167593
30041040300,403,113.54140354112663
30041040400,404,112.75633426383757
30041040500,405,111.73230687682106
30051050100,501,109.62556347918145
30071060200,602,114.85981142745219
30083070100,701,100.95065504235698
30083070200,702,101.90038989269213
30083070400,704,91.53130647170309
30085080100,801,100.65747127127338
30091090200,902,96.58494664856943
30091090400,904,98.3002064592373
30029000101,1.01,76.95999247701222
30031000101,1.01,104.89708950161338
30057000101,1.01,91.57615880090198
30093000101,1.01,106.72946202750919
30029000102,1.02,77.41303799031843
30057000102,1.02,88.23544541416793
30093000102,1.02,105.82423675183304
30031000104,1.04,112.40392631039958
30031000105,1.05,110.47147638741501
30105100100,1001,110.48958538572772
30105100500,1005,104.75158298657516
30081000201,2.01,80.61255572331747
30029000201,2.01,80.52843725358505
30089000201,2.01,79.69287478245872
30031000201,2.01,102.6621692250638
30029000202,2.02,86.2339402642685
30089000202,2.02,82.06696075280126
30031000202,2.02,101.14311172936675
30063000203,2.03,103.3752852522731
30081000203,2.03,103.98467425739105
30029000203,2.03,93.06806652991
30063000204,2.04,105.63624590313266
30081000204,2.04,93.69289477119298
30063000205,2.05,93.79428242473733
30063000206,2.06,102.39651204806225
30029000301,3.01,81.72369310879854
30029000302,3.02,77.07591790203138
30081000401,4.01,85.49580688789763
30111000401,4.01,104.61916818881485
30053000401,4.01,80.21024266459669
30081000402,4.02,87.44269413689322
30111000402,4.02,106.0316835551723
30029000402,4.02,85.6540617835352
30053000402,4.02,102.17710174845995
30029000403,4.03,88.86377759419317
30029000404,4.04,91.27609260728053
30049000501,5.01,101.3481411492417
30063000501,5.01,95.81599035114029
30081000501,5.01,81.71443846777453
30063000502,5.02,96.46509276934104
30081000502,5.02,97.99104758779039
30031000502,5.02,96.17280899794542
30049000503,5.03,100.19251855847368
30031000504,5.04,96.10867489800658
30049000504,5.04,99.61284335213011
30031000505,5.05,99.25223250934029
30031000506,5.06,104.48477355585909
30031000507,5.07,98.16470733424075
30081000601,6.01,85.98649550959384
30029000601,6.01,95.48542680809284
30081000602,6.02,98.70501267063275
30029000602,6.02,84.67540595672362
30111000701,7.01,103.56850702865304
30031000701,7.01,102.53210769878667
30049000701,7.01,92.28699526252794
30049000702,7.02,98.90596645680914
30031000703,7.03,105.15016866384033
30111000704,7.04,107.87995599387233
30031000704,7.04,104.57435987675545
30111000705,7.05,105.91206251702157
30111000706,7.06,105.10927104971391
30111000707,7.07,103.1915276390624
30111000708,7.08,95.43684251610895
30029000801,8.01,95.37625057147645
30063000801,8.01,99.73964924145172
30029000802,8.02,94.00108058316555
30063000802,8.02,102.15757278902552
30111000901,9.01,100.15330039715958
30063000901,9.01,94.96948776543566
30029000901,9.01,101.67750750299416
30111000902,9.02,103.38460539798432
30063000902,9.02,81.03966527366785
30029000902,9.02,100.48680860728298
30029000903,9.03,97.89098084677936
30005940100,9401,115.07536808671449
30005940200,9402,111.43351583213172
30035940200,9402,99.5915188906786
30089940300,9403,99.882796695229
30041940300,9403,105.53893328176324
30003940400,9404,107.27333935126785
30047940400,9404,90.63735991472385
30035940400,9404,98.72920003306577
30087940400,9404,103.13479264063494
30047940500,9405,88.33154852824718
30003940500,9405,101.49673308682488
30047940600,9406,87.71775369515564
30105940600,9406,110.27375656616667
30003940600,9406,110.14016226067217
30047940700,9407,86.00528682639897
30003940700,9407,100.44413770691601
30055954000,9540,106.9572435650152
30017961300,9613,107.98054884816044
30017961500,9615,97.96336052959515
30017961600,9616,102.76207249652585
30017961800,9618,103.44890558162321
30017961900,9619,101.96800622577146
30017962000,9620,103.50032548318372
30043962300,9623,102.1258507429204
30103963500,9635,108.79687488230063
30061964500,9645,81.31195700253669
30061964600,9646,79.76631489004286
30095966400,9664,109.17245722132782
30095966500,9665,89.12360140254225
30095966600,9666,111.63528654897394
30097967000,9670,102.9727486442893
30035976000,9760,105.7983798067939
30073977000,9770,106.57713402042772
30073977200,9772,96.15343583454423
30101980000,9800,109.76510082044254
30035980000,9800,75.3017395814996
30067980600,9806,82.5167644075873
30031001001,10.01,95.78179770689823
30063001001,10.01,104.94656943512533
30031001002,10.02,99.11600245014172
30063001002,10.02,106.75432610588314
30031001101,11.01,104.32540600669878
30029001101,11.01,97.74523898947578
30049001101,11.01,109.80592229894079
30031001102,11.02,94.09307476137133
30029001102,11.02,96.38340803650595
30049001102,11.02,101.14852279951555
30049001201,12.01,108.13085594918503
30029001201,12.01,93.73684508291281
30013001201,12.01,109.08396935067444
30049001202,12.02,101.22403843628192
30029001202,12.02,85.99268343964498
30013001202,12.02,109.77797883551308
30063001302,13.02,90.86455368578123
30029001303,13.03,86.7880067723325
30063001303,13.03,102.55672184027446
30063001304,13.04,100.60074571349327
30029001304,13.04,73.398484388736
30029001305,13.05,80.98251550233705
30029001306,13.06,83.62852297801481
30029001401,14.01,82.94380385198139
30063001401,14.01,85.03369330125861
30111001402,14.02,112.02732128124593
30029001402,14.02,72.3460532451243
30063001402,14.02,88.01111341420753
30111001403,14.03,106.8029828788566
30111001404,14.04,98.50143259189218
30111001501,15.01,100.39879893781256
30063001501,15.01,92.7965986689826
30111001502,15.02,111.15273531024305
30063001502,15.02,87.29651749741038
30063001601,16.01,93.4088315289966
30063001602,16.02,80.48239127034657
30029001701,17.01,84.67629258653977
30111001702,17.02,107.29390710237314
30029001702,17.02,79.56532420479878
30029001703,17.03,86.26075337808327
30111001703,17.03,107.67377758602477
30111001704,17.04,107.08902218398283
30111001801,18.01,102.8226651393291
30063001801,18.01,78.81356839493415
30063001802,18.02,89.25805678155061
30111001803,18.03,101.270925810449
30111001804,18.04,107.2388121934026
30111001805,18.05,105.47765392367928
30111001806,18.06,105.674203341876
30111001901,19.01,103.80650001887936
30111001902,19.02,102.55091248584164
30013002201,22.01,100.35160892226523
30013002202,22.02,104.23398846371029
30013002301,23.01,103.00556094772742
30013002302,23.02,105.87123554397866
30027030201,302.01,104.98954435970366
30027030202,302.02,105.56927186038554
30083070301,703.01,103.72139016724599
30083070302,703.02,95.76764651376642
30111940001,9400.01,107.6678415978353
30085940001,9400.01,100.39948416772091
30111940002,9400.02,108.89033824969472
30085940002,9400.02,101.63521819766888
30047940304,9403.04,71.38753711270104
30047940305,9403.05,81.80992263306193
30047940306,9403.06,94.05580373313568
30047940307,9403.07,100.70822889858295
30039961701,9617.01,88.51095034368464
30039961702,9617.02,83.59269093032441
30043962201,9622.01,94.86675547977464
30043962202,9622.02,89.11479872772136
